metabolites,species,fluxes
4abut,A1R12,0.0839600674895285
4abut,C3R12,-0.0839600674895285
ac,A1R12,0.843131057917013
ac,C3R12,-10.843131057917
acald,A1R12,-0.750165615406407
acald,C3R12,0.750165615406407
ala__D,A1R12,0.652616006781301
ala__D,C3R12,-0.652616006781301
ala__L,A1R12,1.03732094106254
ala__L,C3R12,-1.03732094106254
arg__L,A1R12,-0.00286450589733289
arg__L,C3R12,0.00286450589733289
asp__L,A1R12,-0.542818485036462
asp__L,C3R12,0.542818485036462
co2,A1R12,0.907598657687931
co2,C3R12,9.78782367079388
etoh,A1R12,-0.590725176918433
etoh,C3R12,0.590725176918433
glu__L,A1R12,0.396982093035082
glu__L,C3R12,-0.396982093035082
gly,A1R12,-0.0215874248018082
gly,C3R12,0.0215874248018082
h2s,A1R12,0.051302462205908
h2s,C3R12,-0.051302462205908
ile__L,A1R12,0.0605728284893027
ile__L,C3R12,-0.0605728284893027
leu__L,A1R12,-0.00436302775744876
leu__L,C3R12,0.00436302775744876
pyr,A1R12,-2.15709229121848
pyr,C3R12,2.15709229121848
ser__L,A1R12,-0.00353270534386055
ser__L,C3R12,0.00353270534386055
thr__L,A1R12,-0.0649506633451171
thr__L,C3R12,0.0649506633451171
ura,A1R12,-0.00320348159621705
ura,C3R12,0.00320348159621705
val__L,A1R12,0.186640687442073
val__L,C3R12,-0.186640687442073
