metabolites,species,fluxes
ac,A1R12,0.949330452581762
ac,I3M07,-10.9493304525818
acald,A1R12,2.08990440860877
acald,I3M07,-2.08990440860877
ala__D,A1R12,1.24342448259041
ala__D,I3M07,-1.24342448259041
ala__L,A1R12,1.84465000950546
ala__L,I3M07,-1.84465000950546
arg__L,A1R12,-0.00286450592294621
arg__L,I3M07,0.00286450592294621
asp__L,A1R12,-0.0493785290544591
asp__L,I3M07,0.0493785290544591
co2,A1R12,0.742314532222613
co2,I3M07,0.956937761588078
etoh,A1R12,-3.21903854931171
etoh,I3M07,3.21903854931171
glu__L,A1R12,-0.00917455948352619
glu__L,I3M07,0.00917455948352619
gly,A1R12,-0.0215744674929112
gly,I3M07,0.0215744674929112
h2s,A1R12,0.103204207686837
h2s,I3M07,-0.103204207686837
ile__L,A1R12,0.121853230874156
ile__L,I3M07,-0.121853230874156
leu__L,A1R12,0.173503822330785
leu__L,I3M07,-0.173503822330785
lys__L,A1R12,-0.00332323631817002
lys__L,I3M07,0.00332323631817002
pyr,A1R12,-3.98200082850242
pyr,I3M07,3.98200082850242
ser__L,A1R12,-0.00353270534746546
ser__L,I3M07,0.00353270534746546
thr__L,A1R12,-0.126231065797098
thr__L,I3M07,0.126231065797098
ura,A1R12,-0.00320348162464681
ura,I3M07,0.00320348162464681
val__L,A1R12,0.193180750648563
val__L,I3M07,-0.193180750648563
