metabolites,species,fluxes
ac,A1R12,0.756212813229695
ac,C1R06,-10.7562128132297
acald,A1R12,2.09828324077819
acald,C1R06,-2.09828324077819
ala__D,A1R12,1.54524361201949
ala__D,C1R06,-1.54524361201949
ala__L,A1R12,2.10625979675625
ala__L,C1R06,-2.10625979675625
arg__L,A1R12,-0.00286450592294621
arg__L,C1R06,0.00286450592294621
asp__L,A1R12,-0.306575884087893
asp__L,C1R06,0.306575884087893
co2,A1R12,0.661032363382838
co2,C1R06,2.55297490022769
etoh,A1R12,-3.10443730694908
etoh,C1R06,3.10443730694908
glu__L,A1R12,0.238829855461472
glu__L,C1R06,-0.238829855461472
gly,A1R12,-0.0215744674926784
gly,C1R06,0.0215744674926784
h2s,A1R12,-0.00238294020774652
h2s,C1R06,0.00238294020774652
ile__L,A1R12,-0.00192108181915876
ile__L,C1R06,0.00192108181915876
leu__L,A1R12,-0.0043630277964613
leu__L,C1R06,0.0043630277964613
lys__L,A1R12,-0.00332323631817002
lys__L,C1R06,0.00332323631817002
pyr,A1R12,-4.35929917983637
pyr,C1R06,4.35929917983637
val__L,A1R12,0.339869474449508
val__L,C1R06,-0.339869474449508
