metabolites,species,fluxes
4abut,A1R12,0.0211771218394216
4abut,D2M19,-0.0211771218394216
LalaDgluMdapDala,A1R12,0.0203623088004929
LalaDgluMdapDala,D2M19,-0.0203623088004929
ac,A1R12,2.62492116389795
ac,D2M19,-12.624921163898
acald,A1R12,-2.80438398966104
acald,D2M19,2.80438398966104
ala__L,A1R12,2.0426722552441
ala__L,D2M19,-2.0426722552441
anhgm,A1R12,0.0203623088004929
anhgm,D2M19,-0.0203623088004929
arg__L,A1R12,-0.00286450592299134
arg__L,D2M19,0.00286450592299134
asp__L,A1R12,-0.535958512567291
asp__L,D2M19,0.535958512567291
cgly,A1R12,-0.0215744674932327
cgly,D2M19,0.0215744674932327
co2,A1R12,0.80762776368645794
co2,D2M19,10.0950551255182
etoh,A1R12,0.136801370165841
etoh,D2M19,-0.136801370165841
glu__L,A1R12,-0.0758900192381545
glu__L,D2M19,0.0758900192381545
gthox,A1R12,1.60787673102483
gthox,D2M19,-1.60787673102483
gthrd,A1R12,-3.21575346204967
gthrd,D2M19,3.21575346204967
h2o2,A1R12,-1.60787673102483
h2o2,D2M19,1.60787673102483
h2s,A1R12,0.0191915272854487
h2s,D2M19,-0.0191915272854487
ile__L,A1R12,0.0182607025501468
ile__L,D2M19,-0.0182607025501468
lac__D,A1R12,-0.0203623088004929
lac__D,D2M19,0.0203623088004929
leu__L,A1R12,-0.00436302779653003
leu__L,D2M19,0.00436302779653003
pyr,A1R12,-2.47904546706043
pyr,D2M19,2.47904546706043
rib__D,A1R12,0.228784589366471
rib__D,D2M19,-0.228784589366471
thr__L,A1R12,-0.0235309936850884
thr__L,D2M19,0.0235309936850884
val__L,A1R12,0.182384381323512
val__L,D2M19,-0.182384381323512
