metabolites,species,fluxes
ac,A1R12,0.731069515456211
ac,B3M02,-2.64311137005075
ac,F3R08,-8.08795814540546
acald,A1R12,0.607173852997097
acald,B3M02,1.65645557625857
acald,F3R08,-2.26362942925567
ala__D,A1R12,0.797836313641634
ala__D,B3M02,-0.797836313641634
ala__L,A1R12,1.57287044394366
ala__L,B3M02,-0.677555977727954
ala__L,F3R08,-0.895314466215703
arg__L,A1R12,-0.00286450592294621
arg__L,B3M02,0.00286450592294621
asp__L,A1R12,-0.162774355127457
asp__L,B3M02,-3.79120871920159
asp__L,F3R08,3.95398307432905
co2,A1R12,0.172713584385532
co2,B3M02,1.43030371694503
co2,F3R08,-1.6016704045024
etoh,A1R12,-1.44683984553768
etoh,B3M02,1.94047184787519
etoh,F3R08,-0.493632002337485
glu__L,A1R12,0.0994219176010798
glu__L,B3M02,-0.275187030537783
glu__L,F3R08,0.175765112936703
gly,A1R12,-0.015476816302964
gly,B3M02,3.29891978741741
gly,F3R08,-3.28344297111445
gthox,A1R12,1.99808377549416
gthox,F3R08,-1.99808377549416
gthrd,A1R12,-3.99616755098833
gthrd,F3R08,3.99616755098833
gua,A1R12,-0.00203255039664421
gua,B3M02,0.00203255039664421
h2o2,A1R12,-1.99808377549416
h2o2,F3R08,1.99808377549416
h2s,A1R12,-0.00238294020774801
h2s,B3M02,-0.0723503333567237
h2s,F3R08,0.0747332735644477
ile__L,A1R12,-0.00192108181915728
ile__L,B3M02,-0.0854240546188844
ile__L,F3R08,0.0873451364380417
leu__L,A1R12,-0.0043630277964613
leu__L,B3M02,-0.132469339554745
leu__L,F3R08,0.136832367351207
lys__L,A1R12,-0.00332323631817002
lys__L,F3R08,0.00332323631817002
pro__L,B3M02,-0.0649966591761149
pro__L,F3R08,0.0649966591761149
pyr,A1R12,-2.38861962316204
pyr,B3M02,-0.217447569072954
pyr,F3R08,2.606067192235
rib__D,B3M02,0.232225430068327
rib__D,F3R08,-0.232225430068327
thr__L,A1R12,-0.00245675310378393
thr__L,B3M02,0.044348355033822603
thr__L,F3R08,-0.0418916019300386
val__L,A1R12,-0.00410355929429404
val__L,B3M02,-0.124591411033311
val__L,F3R08,0.128694970327605
