metabolites,species,fluxes
LalaDgluMdap,A1R12,-0.0130011197960634
LalaDgluMdap,C2R02,0.0130011197960634
ac,A1R12,10.2790207826765
ac,C2R02,-20.2790207826765
acald,A1R12,-11.9818525882438
acald,C2R02,11.9818525882438
ala__D,A1R12,2.91006276756525
ala__D,C2R02,-2.91006276756525
ala__L,A1R12,4.51556587286574
ala__L,C2R02,-4.51556587286574
asp__L,A1R12,-0.741364240917049
asp__L,C2R02,0.741364240917049
co2,A1R12,1.2741360091476
co2,C2R02,3.69154948170967
etoh,A1R12,1.67682956572244
etoh,C2R02,-1.67682956572244
glu__L,A1R12,-0.135623391343001
glu__L,C2R02,0.135623391343001
gly,A1R12,-0.289639336850316
gly,C2R02,0.289639336850316
gthox,A1R12,2.99794346037496
gthox,C2R02,-2.99794346037496
gthrd,A1R12,-5.99588692074992
gthrd,C2R02,5.99588692074992
h2o2,A1R12,-2.99794346037496
h2o2,C2R02,2.99794346037496
h2s,A1R12,-0.031991205426209
h2s,C2R02,0.031991205426209
ile__L,A1R12,0.0646181057111066
ile__L,C2R02,-0.0646181057111066
leu__L,A1R12,-0.0585740750284026
leu__L,C2R02,0.0585740750284026
lys__L,A1R12,-0.0446147727033693
lys__L,C2R02,0.0446147727033693
pyr,A1R12,-8.37275062064534
pyr,C2R02,8.37275062064534
thr__L,A1R12,-0.135372279820451
thr__L,C2R02,0.135372279820451
val__L,A1R12,0.253024910098032
val__L,C2R02,-0.253024910098032
